,season,match_name,home_team,away_team,winner,home_score,away_score,h_odd,d_odd,a_odd,h_match_points,ht_points,ht_goals,ht_goals_sf,ht_wins,ht_draws,ht_losses,ht_win_streak,ht_draw_streak,ht_loss_streak,a_match_points,at_points,at_goals,at_goals_sf,at_wins,at_draws,at_losses,at_win_streak,at_draw_streak,at_loss_streak,ls_winner
37,2004,Portsmouth vs Southampton,Portsmouth,Southampton,HOME_TEAM,4,1,2.22,3.18,3.08,3,1,1,5,0,1,2,0,0,1,0,4,7,7,1,1,1,1,0,0,UNKNOWN
38,2004,Aston Villa vs Bolton,Aston Villa,Bolton,DRAW,1,1,2.31,3.18,2.89,1,0,3,9,0,0,3,0,0,3,1,4,4,5,1,1,1,0,0,1,UNKNOWN
39,2004,Blackburn vs Manchester City,Blackburn,Manchester City,DRAW,0,0,2.27,3.18,2.98,1,2,3,6,0,2,2,0,1,0,1,7,5,2,2,1,0,2,0,0,UNKNOWN
40,2004,Crystal Palace vs Liverpool,Crystal Palace,Liverpool,HOME_TEAM,1,0,3.68,3.35,1.92,3,3,4,4,0,3,0,0,3,0,0,4,4,5,1,1,1,0,1,0,UNKNOWN
41,2004,Middlesbrough vs West Brom,Middlesbrough,West Brom,HOME_TEAM,4,0,1.91,3.27,3.85,3,6,3,2,1,3,0,0,2,0,0,5,4,4,1,2,1,0,1,0,UNKNOWN
42,2004,Norwich vs Charlton,Norwich,Charlton,HOME_TEAM,1,0,2.14,3.31,3.11,3,3,4,10,1,0,2,0,0,1,0,1,2,7,0,1,2,0,0,2,UNKNOWN
43,2004,Chelsea vs Fulham,Chelsea,Fulham,HOME_TEAM,3,1,1.29,4.63,9.63,3,10,7,2,3,1,0,3,0,0,0,9,12,4,3,0,1,1,0,0,UNKNOWN
44,2004,Everton vs Birmingham,Everton,Birmingham,DRAW,1,1,1.65,3.37,5.28,1,3,4,12,1,0,3,0,0,1,1,6,4,3,2,0,1,1,0,0,UNKNOWN
45,2004,Blackburn vs Crystal Palace,Blackburn,Crystal Palace,HOME_TEAM,1,0,1.87,3.29,3.95,3,3,3,6,0,3,2,0,2,0,0,6,5,4,1,3,0,1,0,0,UNKNOWN
46,2004,Chelsea vs Arsenal,Chelsea,Arsenal,DRAW,0,0,2.02,3.16,3.54,1,13,10,3,4,1,0,4,0,0,1,12,14,3,4,0,1,4,0,0,UNKNOWN
47,2004,Everton vs Manchester Utd,Everton,Manchester Utd,HOME_TEAM,1,0,4.58,3.29,1.76,3,4,5,13,1,1,3,0,1,0,0,10,10,6,3,1,1,2,0,0,UNKNOWN
48,2004,Manchester City vs Birmingham,Manchester City,Birmingham,HOME_TEAM,3,0,1.96,3.23,3.69,3,8,5,2,2,2,0,0,1,0,0,7,5,4,2,1,1,0,1,0,UNKNOWN
49,2004,Tottenham vs West Brom,Tottenham,West Brom,DRAW,1,1,1.68,3.4,4.96,1,4,5,3,1,1,2,0,0,1,1,5,4,8,1,2,2,0,0,1,UNKNOWN
50,2004,Aston Villa vs Charlton,Aston Villa,Charlton,DRAW,0,0,1.88,3.25,3.96,1,1,4,10,0,1,3,0,1,0,1,1,2,8,0,1,3,0,0,3,UNKNOWN
51,2004,Norwich vs Newcastle,Norwich,Newcastle,HOME_TEAM,2,1,2.33,3.25,2.84,3,6,5,10,2,0,2,1,0,0,0,6,5,6,1,3,2,0,0,1,UNKNOWN
52,2004,Portsmouth vs Liverpool,Portsmouth,Liverpool,AWAY_TEAM,1,2,3.38,3.22,2.06,0,4,5,6,1,1,2,1,0,0,3,4,4,6,1,1,2,0,0,1,UNKNOWN
53,2004,Bolton vs Southampton,Bolton,Southampton,DRAW,1,1,1.6,3.5,5.4,1,5,5,6,1,2,1,0,1,0,1,4,8,11,1,1,2,0,0,1,UNKNOWN
54,2004,Middlesbrough vs Fulham,Middlesbrough,Fulham,DRAW,1,1,1.81,3.25,4.32,1,9,7,2,2,3,0,1,0,0,1,9,13,7,3,0,2,0,0,1,UNKNOWN
55,2004,Birmingham vs Portsmouth,Birmingham,Portsmouth,DRAW,0,0,1.85,3.25,4.11,1,7,5,7,2,1,2,0,0,1,1,4,6,8,1,1,3,0,0,1,UNKNOWN
56,2004,Charlton vs Bolton,Charlton,Bolton,AWAY_TEAM,1,2,2.54,3.16,2.59,0,2,2,8,0,2,3,0,1,0,3,6,6,7,1,3,1,0,2,0,UNKNOWN
57,2004,Crystal Palace vs Norwich,Crystal Palace,Norwich,DRAW,3,3,1.99,3.22,3.6,1,6,5,5,1,3,1,0,0,1,1,9,7,11,3,0,2,2,0,0,UNKNOWN
58,2004,Fulham vs Manchester City,Fulham,Manchester City,DRAW,1,1,2.36,3.17,2.83,1,10,14,8,3,1,2,0,1,0,1,11,8,2,3,2,0,1,0,0,UNKNOWN
59,2004,Liverpool vs Tottenham,Liverpool,Tottenham,DRAW,2,2,1.74,3.43,4.58,1,7,6,7,2,1,2,1,0,0,1,5,6,4,1,2,2,0,1,0,UNKNOWN
60,2004,Southampton vs Aston Villa,Southampton,Aston Villa,AWAY_TEAM,2,3,2.08,3.21,3.33,0,5,9,12,1,2,2,0,1,0,3,2,4,10,0,2,3,0,2,0,UNKNOWN
61,2004,Tottenham vs Newcastle,Tottenham,Newcastle,HOME_TEAM,1,0,1.97,3.21,3.68,3,6,8,6,1,3,2,0,2,0,0,6,6,8,1,3,3,0,0,2,UNKNOWN
62,2004,Everton vs Crystal Palace,Everton,Crystal Palace,HOME_TEAM,4,0,1.65,3.39,5.26,3,7,6,13,2,1,3,1,0,0,0,7,8,8,1,4,1,0,1,0,UNKNOWN
63,2004,Aston Villa vs West Brom,Aston Villa,West Brom,DRAW,1,1,1.88,3.25,4.04,1,5,7,12,1,2,3,1,0,0,1,6,5,9,1,3,2,0,1,0,UNKNOWN
64,2004,Norwich vs Manchester Utd,Norwich,Manchester Utd,HOME_TEAM,2,0,8.39,4.24,1.35,3,10,10,14,3,1,2,0,1,0,0,10,10,7,3,1,2,0,0,1,UNKNOWN
65,2004,Blackburn vs Southampton,Blackburn,Southampton,HOME_TEAM,3,0,2.04,3.14,3.57,3,6,4,6,1,3,2,1,0,0,0,5,11,15,1,2,3,0,0,1,UNKNOWN
66,2004,Bolton vs Fulham,Bolton,Fulham,HOME_TEAM,3,1,1.72,3.35,4.8,3,9,8,8,2,3,1,1,0,0,0,11,15,9,3,2,2,0,2,0,UNKNOWN
67,2004,Chelsea vs Birmingham,Chelsea,Birmingham,DRAW,1,1,1.28,4.75,9.86,1,14,10,3,4,2,0,0,1,0,1,8,5,7,2,2,2,0,1,0,UNKNOWN
68,2004,Manchester City vs Liverpool,Manchester City,Liverpool,HOME_TEAM,1,0,2.75,3.14,2.44,3,12,9,3,3,3,0,0,1,0,0,8,8,9,2,2,2,0,1,0,UNKNOWN
69,2004,Middlesbrough vs Arsenal,Middlesbrough,Arsenal,AWAY_TEAM,0,1,4.84,3.35,1.7,0,10,8,3,2,4,0,0,1,0,3,13,14,3,4,1,1,0,1,0,UNKNOWN
70,2004,Portsmouth vs Charlton,Portsmouth,Charlton,HOME_TEAM,4,2,2.23,3.17,3.08,3,5,6,8,1,2,3,0,1,0,0,2,3,10,0,2,4,0,0,1,UNKNOWN
71,2004,West Brom vs Everton,West Brom,Everton,HOME_TEAM,1,0,2.67,3.17,2.48,3,7,6,10,1,4,2,0,2,0,0,10,10,13,3,1,3,2,0,0,UNKNOWN
72,2004,Fulham vs Portsmouth,Fulham,Portsmouth,HOME_TEAM,3,1,2.06,3.17,3.46,3,11,16,12,3,2,3,0,0,1,0,8,10,10,2,2,3,1,0,0,UNKNOWN
73,2004,Southampton vs Chelsea,Southampton,Chelsea,AWAY_TEAM,1,3,6.03,3.49,1.56,0,5,11,18,1,2,4,0,0,2,3,15,11,4,4,3,0,0,2,0,UNKNOWN
74,2004,Arsenal vs Norwich,Arsenal,Norwich,HOME_TEAM,4,1,1.18,5.73,9.99,3,16,15,3,5,1,1,1,0,0,0,13,12,14,4,1,2,1,0,0,UNKNOWN
75,2004,Birmingham vs Tottenham,Birmingham,Tottenham,DRAW,1,1,2.29,3.14,2.98,1,9,6,8,2,3,2,0,2,0,1,9,9,6,2,3,2,1,0,0,UNKNOWN
76,2004,Crystal Palace vs Middlesbrough,Crystal Palace,Middlesbrough,AWAY_TEAM,0,1,2.4,3.17,2.77,0,7,8,12,1,4,2,0,0,1,3,10,8,4,2,4,1,0,0,1,UNKNOWN
77,2004,Liverpool vs Bolton,Liverpool,Bolton,HOME_TEAM,1,0,1.84,3.2,4.26,3,8,8,10,2,2,3,0,0,1,0,12,11,9,3,3,1,2,0,0,UNKNOWN
78,2004,Manchester Utd vs Blackburn,Manchester Utd,Blackburn,DRAW,0,0,1.27,4.83,9.74,1,10,10,9,3,1,3,0,0,2,1,9,7,6,2,3,2,2,0,0,UNKNOWN
79,2004,Newcastle vs Aston Villa,Newcastle,Aston Villa,AWAY_TEAM,0,3,1.65,3.4,5.36,0,6,6,9,1,3,4,0,0,3,3,6,8,13,1,3,3,0,1,0,UNKNOWN
80,2004,Charlton vs Manchester City,Charlton,Manchester City,DRAW,2,2,2.12,3.17,3.29,1,2,5,14,0,2,5,0,0,2,1,15,10,3,4,3,0,1,0,0,UNKNOWN
81,2004,Liverpool vs Everton,Liverpool,Everton,HOME_TEAM,2,1,1.82,3.16,4.43,3,11,9,10,3,2,3,1,0,0,0,10,10,14,3,1,4,0,0,1,UNKNOWN
82,2004,Middlesbrough vs Southampton,Middlesbrough,Southampton,AWAY_TEAM,1,3,2.04,3.18,3.47,0,13,9,4,3,4,1,1,0,0,3,5,12,21,1,2,5,0,0,3,UNKNOWN
83,2004,Birmingham vs Aston Villa,Birmingham,Aston Villa,HOME_TEAM,2,0,2.29,3.02,3.06,3,10,7,9,2,4,2,0,3,0,0,9,11,13,2,3,3,1,0,0,UNKNOWN
84,2004,Bolton vs Norwich,Bolton,Norwich,HOME_TEAM,1,0,1.55,3.52,6.05,3,12,11,10,3,3,2,0,0,1,0,13,13,18,4,1,3,0,0,1,UNKNOWN
85,2004,Charlton vs West Brom,Charlton,West Brom,AWAY_TEAM,1,4,1.68,3.38,5.03,0,3,7,16,0,3,5,0,1,0,3,10,7,10,2,4,2,1,0,0,UNKNOWN
86,2004,Chelsea vs Crystal Palace,Chelsea,Crystal Palace,HOME_TEAM,4,1,1.19,5.65,9.99,3,18,14,5,5,3,0,1,0,0,0,7,8,13,1,4,3,0,0,2,UNKNOWN
87,2004,Manchester Utd vs Fulham,Manchester Utd,Fulham,HOME_TEAM,1,0,1.24,4.97,9.99,3,11,10,9,3,2,3,0,1,0,0,14,19,13,4,2,3,1,0,0,UNKNOWN
88,2004,Portsmouth vs Newcastle,Portsmouth,Newcastle,DRAW,1,1,2.74,3.17,2.44,1,8,11,13,2,2,4,0,0,1,1,6,6,12,1,3,5,0,0,4,UNKNOWN
89,2004,Tottenham vs Manchester City,Tottenham,Manchester City,HOME_TEAM,2,1,1.82,3.23,4.25,3,10,10,7,2,4,2,0,1,0,0,16,12,5,4,4,0,0,1,0,UNKNOWN
90,2004,Blackburn vs Arsenal,Blackburn,Arsenal,AWAY_TEAM,0,1,4.23,3.29,1.82,0,10,7,6,2,4,2,0,1,0,3,19,19,4,6,1,1,2,0,0,UNKNOWN
91,2004,Charlton vs Tottenham,Charlton,Tottenham,HOME_TEAM,2,0,2.39,3.18,2.77,3,3,8,20,0,3,6,0,0,1,0,13,12,8,3,4,2,1,0,0,UNKNOWN
92,2004,Liverpool vs Blackburn,Liverpool,Blackburn,DRAW,0,0,1.53,3.52,6.33,1,14,11,11,4,2,3,2,0,0,1,10,7,7,2,4,3,0,0,1,UNKNOWN
93,2004,Chelsea vs West Brom,Chelsea,West Brom,HOME_TEAM,1,0,1.15,6.14,9.99,3,21,18,6,6,3,0,2,0,0,0,13,11,11,3,4,2,2,0,0,UNKNOWN
94,2004,Manchester City vs Bolton,Manchester City,Bolton,AWAY_TEAM,0,1,2.35,3.15,2.87,0,16,13,7,4,4,1,0,0,1,3,15,12,10,4,3,2,1,0,0,UNKNOWN
95,2004,Everton vs Blackburn,Everton,Blackburn,AWAY_TEAM,0,1,1.76,3.31,4.63,0,10,11,16,3,1,5,0,0,2,3,11,7,7,2,5,3,0,1,0,UNKNOWN
96,2004,West Brom vs Birmingham,West Brom,Birmingham,HOME_TEAM,2,0,2.67,3.11,2.54,3,13,11,12,3,4,3,0,0,1,0,13,9,9,3,4,2,1,0,0,UNKNOWN
97,2004,Norwich vs Chelsea,Norwich,Chelsea,AWAY_TEAM,1,3,7.95,4.05,1.39,0,13,13,19,4,1,4,0,0,2,3,24,19,6,7,3,0,3,0,0,UNKNOWN
98,2004,Newcastle vs Liverpool,Newcastle,Liverpool,HOME_TEAM,1,0,2.37,3.16,2.86,3,7,7,13,1,4,5,0,1,0,0,15,11,11,4,3,3,0,1,0,UNKNOWN
99,2004,Southampton vs Tottenham,Southampton,Tottenham,HOME_TEAM,1,0,2.47,3.17,2.74,3,8,15,22,2,2,5,1,0,0,0,13,12,10,3,4,3,0,0,1,UNKNOWN
100,2004,Arsenal vs Portsmouth,Arsenal,Portsmouth,HOME_TEAM,3,0,1.34,4.34,8.94,3,22,20,4,7,1,1,3,0,0,0,9,12,14,2,3,4,0,1,0,UNKNOWN
101,2004,Crystal Palace vs Manchester Utd,Crystal Palace,Manchester Utd,DRAW,0,0,7.24,3.83,1.45,1,7,9,17,1,4,4,0,0,3,1,14,11,9,4,2,3,1,0,0,UNKNOWN
102,2004,Fulham vs Charlton,Fulham,Charlton,DRAW,0,0,2.25,3.19,3.02,1,14,19,14,4,2,4,0,0,1,1,6,10,20,1,3,6,1,0,0,UNKNOWN
103,2004,Aston Villa vs Middlesbrough,Aston Villa,Middlesbrough,HOME_TEAM,2,0,2.27,3.19,3.0,3,9,11,15,2,3,4,0,0,1,0,13,10,7,3,4,2,0,0,1,UNKNOWN
104,2004,Norwich vs Manchester City,Norwich,Manchester City,AWAY_TEAM,2,3,2.66,3.11,2.62,0,13,14,22,4,1,5,0,0,3,3,16,13,8,4,4,2,0,0,2,UNKNOWN
105,2004,Middlesbrough vs Charlton,Middlesbrough,Charlton,DRAW,2,2,1.91,3.21,3.96,1,13,10,9,3,4,3,0,0,2,1,7,10,20,1,4,6,0,1,0,UNKNOWN
106,2004,Newcastle vs Bolton,Newcastle,Bolton,HOME_TEAM,2,1,1.91,3.25,3.86,3,10,8,13,2,4,5,1,0,0,0,18,13,10,5,3,2,2,0,0,UNKNOWN
107,2004,Manchester Utd vs Portsmouth,Manchester Utd,Portsmouth,HOME_TEAM,2,1,1.21,5.36,9.99,3,15,11,9,4,3,3,0,1,0,0,9,12,17,2,3,5,0,0,1,UNKNOWN
108,2004,Aston Villa vs Everton,Aston Villa,Everton,AWAY_TEAM,1,3,2.16,3.18,3.22,0,12,13,15,3,3,4,1,0,0,3,10,11,17,3,1,6,0,0,3,UNKNOWN
109,2004,Crystal Palace vs Birmingham,Crystal Palace,Birmingham,HOME_TEAM,2,0,2.58,3.16,2.62,3,8,9,17,1,5,4,0,1,0,0,13,9,11,3,4,3,0,0,1,UNKNOWN
110,2004,Tottenham vs Fulham,Tottenham,Fulham,HOME_TEAM,2,0,1.84,3.24,4.25,3,13,12,11,3,4,4,0,0,2,0,15,19,14,4,3,4,0,1,0,UNKNOWN
111,2004,Southampton vs Arsenal,Southampton,Arsenal,DRAW,1,1,5.61,3.54,1.59,1,11,16,22,3,2,5,2,0,0,1,25,23,4,8,1,1,4,0,0,UNKNOWN
112,2004,West Brom vs Southampton,West Brom,Southampton,DRAW,0,0,2.31,3.17,2.95,1,16,13,12,4,4,3,1,0,0,1,12,17,23,3,3,5,0,1,0,UNKNOWN
113,2004,Arsenal vs Crystal Palace,Arsenal,Crystal Palace,HOME_TEAM,5,1,1.2,5.42,9.99,3,26,24,5,8,2,1,0,1,0,0,11,11,17,2,5,4,1,0,0,UNKNOWN
114,2004,Manchester City vs Manchester Utd,Manchester City,Manchester Utd,AWAY_TEAM,0,2,4.59,3.31,1.76,0,19,16,10,5,4,2,1,0,0,3,18,13,10,5,3,3,1,0,0,UNKNOWN
115,2004,Bolton vs Middlesbrough,Bolton,Middlesbrough,DRAW,0,0,2.04,3.2,3.5,1,18,14,12,5,3,3,0,0,1,1,14,12,11,3,5,3,0,1,0,UNKNOWN
116,2004,Birmingham vs Liverpool,Birmingham,Liverpool,HOME_TEAM,2,0,3.14,3.2,2.19,3,13,9,13,3,4,4,0,0,2,0,15,11,12,4,3,4,0,0,1,UNKNOWN
117,2004,Blackburn vs Norwich,Blackburn,Norwich,HOME_TEAM,3,0,1.74,3.29,4.75,3,14,8,7,3,5,3,1,0,0,0,13,16,25,4,1,6,0,0,4,UNKNOWN
118,2004,Portsmouth vs Aston Villa,Portsmouth,Aston Villa,AWAY_TEAM,1,2,2.27,3.18,3.0,0,9,13,19,2,3,6,0,0,2,3,12,14,18,3,3,5,0,0,1,UNKNOWN
119,2004,Everton vs Chelsea,Everton,Chelsea,AWAY_TEAM,0,1,4.37,3.25,1.81,0,13,14,18,4,1,6,1,0,0,3,27,22,7,8,3,0,4,0,0,UNKNOWN
120,2004,Chelsea vs Manchester City,Chelsea,Manchester City,DRAW,0,0,1.25,5.21,9.66,1,30,23,7,9,3,0,5,0,0,1,19,16,12,5,4,3,0,0,1,UNKNOWN
121,2004,Southampton vs Everton,Southampton,Everton,DRAW,2,2,2.52,3.17,2.65,1,13,17,23,3,4,5,0,2,0,1,13,14,19,4,1,7,0,0,1,UNKNOWN
122,2004,Aston Villa vs Arsenal,Aston Villa,Arsenal,AWAY_TEAM,1,3,4.05,3.35,1.85,0,15,16,19,4,3,5,1,0,0,3,29,29,6,9,2,1,1,0,0,UNKNOWN
123,2004,Liverpool vs Fulham,Liverpool,Fulham,HOME_TEAM,3,1,1.45,3.84,7.52,3,15,11,14,4,3,5,0,0,2,0,15,19,16,4,3,5,0,0,1,UNKNOWN
124,2004,Manchester Utd vs Birmingham,Manchester Utd,Birmingham,HOME_TEAM,2,0,1.25,5.13,9.77,3,21,15,10,6,3,3,2,0,0,0,16,11,13,4,4,4,1,0,0,UNKNOWN
125,2004,Middlesbrough vs Blackburn,Middlesbrough,Blackburn,HOME_TEAM,1,0,2.0,3.11,3.72,3,15,12,11,3,6,3,0,2,0,0,17,11,7,4,5,3,2,0,0,UNKNOWN
126,2004,Newcastle vs Charlton,Newcastle,Charlton,DRAW,1,1,1.78,3.35,4.43,1,13,10,14,3,4,5,2,0,0,1,8,12,22,1,5,6,0,2,0,UNKNOWN
127,2004,Norwich vs West Brom,Norwich,West Brom,HOME_TEAM,3,2,2.25,3.17,3.06,3,13,16,28,4,1,7,0,0,5,0,17,13,12,4,5,3,0,1,0,UNKNOWN
128,2004,Tottenham vs Portsmouth,Tottenham,Portsmouth,HOME_TEAM,3,1,1.71,3.39,4.78,3,16,14,11,4,4,4,1,0,0,0,9,14,21,2,3,7,0,0,3,UNKNOWN
129,2004,Crystal Palace vs Bolton,Crystal Palace,Bolton,AWAY_TEAM,0,1,2.56,3.19,2.58,0,11,12,22,2,5,5,0,0,1,3,19,14,12,5,4,3,0,1,0,UNKNOWN
130,2004,Blackburn vs Chelsea,Blackburn,Chelsea,AWAY_TEAM,0,1,6.67,3.81,1.48,0,17,11,8,4,5,4,0,0,1,3,31,23,7,9,4,0,0,1,0,UNKNOWN
131,2004,Everton vs Norwich,Everton,Norwich,HOME_TEAM,1,0,1.55,3.59,6.26,3,14,16,21,4,2,7,0,1,0,0,16,19,30,5,1,7,1,0,0,UNKNOWN
132,2004,Birmingham vs Southampton,Birmingham,Southampton,HOME_TEAM,2,1,1.89,3.24,3.96,3,16,11,15,4,4,5,0,0,1,0,14,19,25,3,5,5,0,3,0,UNKNOWN
